"miRNA_id_and_region";"TCGA-2G-AAEW-01A-11R-A439-13";"TCGA-2G-AAEX-01A-11R-A439-13";"TCGA-2G-AAF1-01A-11R-A439-13";"TCGA-2G-AAF4-01A-11R-A439-13";"TCGA-2G-AAF6-01A-11R-A439-13";"TCGA-2G-AAF8-01A-11R-A439-13";"TCGA-2G-AAFE-01A-11R-A439-13";"TCGA-2G-AAFG-01A-11R-A439-13";"TCGA-2G-AAFG-05A-11R-A439-13";"TCGA-2G-AAFH-01A-12R-A439-13";"TCGA-2G-AAFI-01A-21R-A439-13";"TCGA-2G-AAFJ-01A-11R-A439-13";"TCGA-2G-AAFL-01A-21R-A439-13";"TCGA-2G-AAFM-01A-11R-A439-13";"TCGA-2G-AAFN-01A-31R-A439-13";"TCGA-2G-AAFO-01A-31R-A439-13";"TCGA-2G-AAFV-01A-11R-A439-13";"TCGA-2G-AAFY-01A-11R-A439-13";"TCGA-2G-AAFZ-01A-11R-A439-13";"TCGA-2G-AAG0-01A-11R-A439-13";"TCGA-2G-AAG3-01A-11R-A439-13";"TCGA-2G-AAG5-01A-11R-A439-13";"TCGA-2G-AAG6-01A-11R-A439-13";"TCGA-2G-AAG7-01A-11R-A439-13";"TCGA-2G-AAG8-01A-31R-A439-13";"TCGA-2G-AAG9-01A-11R-A439-13";"TCGA-2G-AAGA-01A-11R-A439-13";"TCGA-2G-AAGC-01A-21R-A439-13";"TCGA-2G-AAGE-01A-21R-A439-13";"TCGA-2G-AAGF-01A-31R-A439-13";"TCGA-2G-AAGG-01A-11R-A439-13";"TCGA-2G-AAGI-01A-11R-A439-13";"TCGA-2G-AAGI-05A-11R-A439-13";"TCGA-2G-AAGJ-01A-11R-A439-13";"TCGA-2G-AAGK-01A-11R-A439-13";"TCGA-2G-AAGM-01A-11R-A439-13";"TCGA-2G-AAGN-01A-11R-A439-13";"TCGA-2G-AAGO-01A-11R-A439-13";"TCGA-2G-AAGP-01A-11R-A439-13";"TCGA-2G-AAGS-01A-11R-A439-13";"TCGA-2G-AAGT-01A-11R-A439-13";"TCGA-2G-AAGV-01A-11R-A439-13";"TCGA-2G-AAGW-01A-11R-A439-13";"TCGA-2G-AAGX-01A-11R-A439-13";"TCGA-2G-AAGY-01A-11R-A439-13";"TCGA-2G-AAGY-05A-11R-A439-13";"TCGA-2G-AAGZ-01A-11R-A439-13";"TCGA-2G-AAH0-01A-11R-A439-13";"TCGA-2G-AAH2-01A-11R-A439-13";"TCGA-2G-AAH3-01A-11R-A439-13";"TCGA-2G-AAH4-01A-12R-A439-13";"TCGA-2G-AAH8-01A-11R-A439-13";"TCGA-2G-AAHA-01A-11R-A439-13";"TCGA-2G-AAHC-01A-11R-A439-13";"TCGA-2G-AAHG-01A-11R-A439-13";"TCGA-2G-AAHL-01A-11R-A439-13";"TCGA-2G-AAHN-01A-11R-A439-13";"TCGA-2G-AAHP-01A-12R-A439-13";"TCGA-2G-AAHP-05A-11R-A439-13";"TCGA-2G-AAHT-01A-11R-A439-13";"TCGA-2G-AAKD-01A-31R-A439-13";"TCGA-2G-AAKG-01A-11R-A439-13";"TCGA-2G-AAKG-05A-11R-A439-13";"TCGA-2G-AAKH-01A-11R-A439-13";"TCGA-2G-AAKL-01A-11R-A439-13";"TCGA-2G-AAKM-01A-11R-A439-13";"TCGA-2G-AAKO-01A-11R-A439-13";"TCGA-2G-AAKO-05A-11R-A439-13";"TCGA-2G-AAL5-01A-11R-A439-13";"TCGA-2G-AAL7-01A-11R-A439-13";"TCGA-2G-AALF-01A-11R-A439-13";"TCGA-2G-AALG-01A-11R-A439-13";"TCGA-2G-AALN-01A-11R-A439-13";"TCGA-2G-AALO-01A-12R-A439-13";"TCGA-2G-AALP-01A-12R-A439-13";"TCGA-2G-AALQ-01A-12R-A439-13";"TCGA-2G-AALR-01A-21R-A439-13";"TCGA-2G-AALS-01A-12R-A439-13";"TCGA-2G-AALT-01A-11R-A439-13";"TCGA-2G-AALW-01A-11R-A439-13";"TCGA-2G-AALX-01A-11R-A439-13";"TCGA-2G-AALY-01A-11R-A439-13";"TCGA-2G-AALZ-01A-11R-A439-13";"TCGA-2G-AAM2-01A-11R-A439-13";"TCGA-2G-AAM3-01A-11R-A439-13";"TCGA-2G-AAM4-01A-11R-A439-13";"TCGA-2X-A9D5-01A-11R-A439-13";"TCGA-2X-A9D6-01A-11R-A439-13";"TCGA-4K-AA1G-01A-11R-A439-13";"TCGA-4K-AA1H-01A-11R-A439-13";"TCGA-4K-AA1I-01A-11R-A439-13";"TCGA-4K-AAAL-01A-11R-A439-13";"TCGA-S6-A8JW-01A-11R-A439-13";"TCGA-S6-A8JX-01A-11R-A439-13";"TCGA-S6-A8JY-01A-11R-A43A-13";"TCGA-SB-A6J6-01A-11R-A43A-13";"TCGA-SB-A76C-01A-11R-A43A-13";"TCGA-SN-A6IS-01A-11R-A43A-13";"TCGA-SN-A84W-01A-11R-A43A-13";"TCGA-SN-A84X-01A-11R-A43A-13";"TCGA-SN-A84Y-01A-11R-A43A-13";"TCGA-SO-A8JP-01A-11R-A43A-13";"TCGA-VF-A8A8-01A-11R-A43A-13";"TCGA-VF-A8A9-01A-11R-A43A-13";"TCGA-VF-A8AA-01A-11R-A43A-13";"TCGA-VF-A8AB-01A-31R-A43A-13";"TCGA-VF-A8AC-01A-11R-A43A-13";"TCGA-VF-A8AD-01A-11R-A43A-13";"TCGA-VF-A8AE-01A-11R-A43A-13";"TCGA-W4-A7U2-01A-11R-A43A-13";"TCGA-W4-A7U3-01A-12R-A43A-13";"TCGA-W4-A7U4-01A-12R-A43A-13";"TCGA-WZ-A7V3-01A-11R-A43A-13";"TCGA-WZ-A7V4-01A-11R-A43A-13";"TCGA-WZ-A7V5-01A-11R-A43A-13";"TCGA-WZ-A8D5-01A-11R-A43A-13";"TCGA-X3-A8G4-01A-11R-A43A-13";"TCGA-XE-A8H1-01A-11R-A43A-13";"TCGA-XE-A8H4-01A-31R-A43A-13";"TCGA-XE-A8H5-01A-11R-A43A-13";"TCGA-XE-A9SE-01A-21R-A43A-13";"TCGA-XE-AANI-01A-11R-A43A-13";"TCGA-XE-AANJ-01A-11R-A43A-13";"TCGA-XE-AANR-01A-11R-A43A-13";"TCGA-XE-AANV-01A-11R-A43A-13";"TCGA-XE-AAO3-01A-11R-A43A-13";"TCGA-XE-AAO4-01A-11R-A43A-13";"TCGA-XE-AAO6-01A-31R-A43A-13";"TCGA-XE-AAOB-01A-11R-A43A-13";"TCGA-XE-AAOC-01A-11R-A43A-13";"TCGA-XE-AAOD-01A-11R-A43A-13";"TCGA-XE-AAOF-01A-11R-A43A-13";"TCGA-XE-AAOJ-01A-12R-A43A-13";"TCGA-XE-AAOL-01A-11R-A43A-13";"TCGA-XY-A89B-01A-11R-A43A-13";"TCGA-XY-A8S2-01A-11R-A43A-13";"TCGA-XY-A8S3-01B-11R-A43A-13";"TCGA-XY-A9T9-01A-11R-A43A-13";"TCGA-YU-A90P-01A-11R-A43A-13";"TCGA-YU-A90Q-01A-11R-A43A-13";"TCGA-YU-A90S-01A-11R-A43A-13";"TCGA-YU-A90W-01A-11R-A43A-13";"TCGA-YU-A90Y-01A-11R-A43A-13";"TCGA-YU-A912-01A-11R-A43A-13";"TCGA-YU-A94D-01A-11R-A43A-13";"TCGA-YU-A94I-01A-11R-A43A-13";"TCGA-YU-AA4L-01A-11R-A43A-13";"TCGA-YU-AA61-01A-11R-A43A-13";"TCGA-ZM-AA05-01A-12R-A43A-13";"TCGA-ZM-AA06-01A-12R-A43A-13";"TCGA-ZM-AA0B-01A-11R-A43A-13";"TCGA-ZM-AA0D-01A-11R-A43A-13";"TCGA-ZM-AA0E-01A-12R-A43A-13";"TCGA-ZM-AA0F-01A-21R-A43A-13";"TCGA-ZM-AA0H-01A-11R-A43A-13";"TCGA-ZM-AA0N-01A-21R-A43A-13"
"hsa-mir-3618, unannotated";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,115976;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,125078;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,14131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,209791;NA;NA;NA;NA;NA;0,1392;NA;NA;NA;NA;0,177795;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,486341;NA;NA;NA;0,147474;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,378442;NA;NA;NA;NA;0,294488;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,175034;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,246191;NA;NA;NA;NA;NA;NA;0,107175;NA;0,214435;NA;0,157278;0,269873;NA;NA
"hsa-mir-3619, mature,MIMAT0017999";NA;NA;NA;NA;NA;NA;NA;NA;NA;0,352407;NA;0,139149;NA;NA;NA;NA;NA;0,20699;NA;0,287518;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,221731;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,093308;0,158886;NA;NA;NA;NA;NA;NA;NA;NA;0,242647;NA;NA;0,129437;NA;NA;NA;NA;NA;0,17227;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,326043;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,147324;NA;NA;NA;NA;NA;0,202771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,203018;NA;NA;NA;NA;NA;0,454146;NA;NA;NA;NA
"hsa-mir-3619, mature,MIMAT0019219";NA;NA;NA;NA;NA;0,445875;NA;NA;NA;NA;0,485987;NA;NA;0,33592;NA;0,450299;0,231953;1,03495;0,147816;NA;0,196814;NA;NA;NA;0,16908;NA;NA;0,169473;NA;0,389739;0,332597;NA;NA;NA;NA;NA;NA;NA;NA;0,238917;0,219345;NA;NA;0,093308;0,317772;NA;NA;0,134678;0,14131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,384406;NA;NA;NA;NA;0,209791;NA;0,131215;0,162884;0,306764;NA;0,278401;NA;NA;NA;NA;0,177795;NA;0,36623;0,288012;0,082459;0,104945;0,410378;0,279482;NA;0,086883;NA;NA;NA;NA;NA;NA;0,291678;NA;NA;NA;0,536396;NA;0,232317;NA;0,166029;NA;NA;NA;NA;NA;0,147244;NA;0,253928;NA;0,251697;NA;0,341;NA;0,22205;NA;NA;0,202771;NA;NA;NA;0,24787;NA;NA;NA;0,208785;NA;NA;NA;NA;NA;0,311582;NA;0,151273;NA;NA;0,185858;0,194846;0,247813;0,145499;NA;0,290439;NA;0,103774;NA;NA;NA;NA;0,079044;NA;NA;0,214435;0,151382;NA;NA;NA;NA
"hsa-mir-362, mature,MIMAT0000705";9,931384;2,244696;10,658541;3,408177;7,382918;11,592745;8,760207;9,656864;9,823771;1,409629;21,869407;12,105969;9,352187;16,460059;9,43022;9,90657;9,626035;6,002707;8,868938;12,075754;9,447076;8,978281;9,703823;6,89541;7,439541;4,931103;11,074022;7,117871;7,115643;10,912687;20,731854;13,099028;4,160847;13,869377;11,693386;24,265181;3,937514;11,388526;13,276229;49,933736;4,82559;8,205607;11,863026;12,223303;47,824684;2,685833;10,680391;12,65973;21,196545;4,632184;72,660028;2,279415;8,257224;7,522068;5,038553;8,851676;10,096082;2,153371;11,770413;16,529453;15,17813;18,491087;3,789944;15,030868;10,279745;10,137238;8,66022;6,189578;18,55923;20,609438;4,454412;28,406745;37,494928;26,454072;21,777895;18,490726;14,094067;14,832279;11,712488;23,66574;20,149471;32,830225;8,757095;20,288787;6,603085;9,240472;5,807489;7,519812;14,913291;5,898958;7,261682;8,166979;1,488576;1,778249;13,969761;2,950177;1,780845;4,878654;33,432085;13,531382;14,759221;1,490917;29,654621;3,479832;17,445152;20,025184;13,882248;11,426746;10,869657;2,516973;18,857475;16,709019;5,584588;9,54813;9,20671;11,293832;17,843879;4,59152;5,454876;2,041681;2,230832;32,231239;12,764826;5,07277;4,175692;0,583124;14,127335;7,788701;22,59805;26,342746;12,151703;5,702876;15,883699;11,208772;5,147348;9,292885;19,679485;5,947522;9,893959;1,838204;13,069765;2,95429;16,292585;5,347706;28,546321;5,887531;17,179981;14,307039;10,717451;7,984273;9,220707;13,624373;11,95315;14,303256;10,35656;8,892801
"hsa-mir-362, mature,MIMAT0004683";2,684157;1,402935;1,979444;1,549172;3,281298;3,121124;2,982198;1,788309;0,935597;1,057221;3,887895;3,339578;2,672054;7,726151;4,715111;2,026344;1,739644;1,65592;0,739079;3,737734;2,361769;2,479715;1,414125;1,379082;1,183563;2,210494;1,197192;3,219989;2,490475;1,558956;4,656353;1,905313;2,377626;3,082084;3,340968;3,877426;1,431824;2,913344;2,453216;5,495101;0,43869;0,50496;1,423563;2,332691;9,374274;0,895278;3,831009;3,232272;3,674067;0,343124;4,471387;0,506536;2,671455;2,183826;1,679517;2,434211;3,36536;0,615248;1,743766;5,573885;1,850992;1,991348;2,584053;1,582198;3,776232;3,561732;5,117404;2,769021;2,760877;3,342072;0,1392;6,886484;9,129199;3,255885;5,194727;3,733704;1,136618;2,746718;2,88012;9,895083;7,975832;3,6934;3,819584;3,381465;1,30324;1,459022;0,696899;1,978899;2,593616;3,981796;2,11799;0,583356;0,93036;1,333687;2,910367;1,877385;0,890423;0,464634;2,504275;1,660292;4,541299;0,425976;4,994463;3,044854;5,181727;4,711808;4,434607;2,793204;2,826111;3,523762;9,134089;4,433005;1,595596;4,218941;4,803501;4,007489;4,055427;1,530506;2,909267;2,72224;1,982963;11,676588;4,641755;0,874615;1,670278;0,291562;6,017199;10,079495;9,625095;7,001393;4,362149;3,050375;6,353479;2,335161;2,831041;2,41615;3,312388;1,982507;5,237978;0,765918;5,711971;1,477144;5,500044;3,23677;6,202029;1,827165;1,126556;3,873175;11,038976;2,763787;4,074265;6,660804;5,976575;3,598303;7,451672;2,903771
"hsa-mir-362, precursor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,16908;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,238917;NA;NA;NA;NA;NA;NA;NA;NA;0,14131;NA;NA;NA;NA;0,242647;NA;0,221292;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,30257;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,312154;NA;NA;NA;NA;NA;NA;NA;NA;0,341;NA;NA;NA;NA;0,405542;0,170056;NA;NA;NA;NA;NA;NA;NA;NA;0,523234;NA;NA;NA;NA;0,132625;NA;NA;NA;NA;NA;0,247813;NA;NA;0,096813;NA;NA;NA;NA;NA;NA;0,079044;0,107175;NA;0,214435;0,151382;NA;NA;NA;NA
"hsa-mir-3620, mature,MIMAT0018001";0,134208;0,280587;0,152265;0,309834;NA;NA;0,559162;NA;NA;NA;NA;NA;0,190861;NA;NA;NA;NA;NA;0,147816;0,575036;NA;0,085507;0,048763;NA;0,16908;NA;NA;0,169473;0,355782;0,389739;0,443464;0,59541;NA;NA;NA;0,250157;NA;NA;0,288614;0,238917;NA;0,44184;NA;0,746462;0,476658;NA;NA;0,134678;0,706551;NA;0,186308;NA;NA;0,242647;0,419879;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,273979;NA;0,162884;0,460146;NA;NA;0,645607;NA;0,712224;NA;0,533386;0,227324;0,549345;0,48002;0,247377;0,314835;NA;0,372643;NA;0,434413;NA;NA;0,19789;NA;0,147474;NA;NA;0,186072;NA;NA;NA;NA;NA;0,500855;NA;NA;NA;NA;NA;NA;NA;NA;0,507855;0,217393;NA;0,147324;NA;NA;0,22205;NA;1,092951;0,405542;0,170056;NA;NA;0,24787;0,193001;NA;NA;0,208785;NA;NA;0,916318;0,278988;0,437586;0,311582;0,132625;0,756366;0,467032;NA;0,557573;NA;0,247813;0,145499;NA;NA;NA;NA;0,140729;0,424796;NA;0,844917;0,237133;0,107175;NA;NA;NA;0,314557;0,179915;NA;NA
"hsa-mir-3620, mature,MIMAT0022967";0,268416;NA;0,152265;0,929503;0,410162;NA;NA;0,357662;NA;NA;NA;0,695745;0,190861;0,33592;NA;NA;0,115976;NA;0,591262;NA;0,590442;0,171015;0,195052;NA;0,16908;0,510114;NA;0,338946;NA;NA;0,332598;0,119082;0,396272;NA;NA;0,125078;NA;NA;0,288614;NA;NA;NA;NA;0,186615;0,476658;NA;NA;0,134678;NA;0,171562;NA;0,253268;NA;NA;0,419879;0,442584;0,258874;NA;0,435941;0,576609;NA;0,284478;NA;NA;0,209791;0,273979;0,131215;0,162884;0,306764;NA;0,1392;0,286937;0,652086;NA;0,399594;0,177795;0,454648;0,183115;0,672028;NA;0,20989;NA;0,465803;NA;0,434413;NA;0,4646;0,39578;NA;NA;NA;NA;NA;0,444562;NA;NA;NA;0,696951;0,375642;0,249045;NA;0,425976;NA;NA;0,172724;0,147244;NA;NA;0,217393;NA;0,147324;NA;1,196697;NA;NA;NA;NA;NA;NA;NA;NA;0,289502;NA;NA;0,41757;0,583124;NA;0,916318;0,278988;0,087517;0,155791;0,26525;0,151273;0,700548;0,514734;0,185858;NA;1,239067;0,145499;0,153184;NA;0,246191;NA;NA;0,339837;NA;NA;0,237132;0,107175;NA;NA;NA;NA;NA;NA;0,181486
"hsa-mir-3620, precursor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,221292;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,324202;0,442422;0,60514;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34028;NA;NA;NA;NA;NA;NA;1,308086;1,832636;NA;NA;NA;NA;NA;4,903837;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,321524;0,307087;0,42887;0,454146;0,157278;0,449788;0,1263;0,544457
"hsa-mir-3621, mature,MIMAT0018002";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,205189;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-3622a, mature,MIMAT0018003";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,485987;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,389739;0,110866;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,093308;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,199797;0,177795;NA;NA;NA;NA;NA;NA;0,093161;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,125214;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,151273;NA;NA;0,185858;NA;NA;NA;NA;NA;NA;NA;NA;0,084959;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-3622a, mature,MIMAT0018004";NA;NA;NA;NA;NA;NA;NA;NA;0,467799;NA;NA;1,53064;0,381722;0,33592;NA;0,450298;0,463906;NA;0,591263;NA;NA;0,769567;0,243815;0,551633;NA;NA;NA;0,677892;1,067347;2,728172;0,110866;NA;NA;NA;NA;0,875548;NA;0,264849;0,288614;1,672421;NA;0,50496;0,474521;1,026385;3,654378;NA;0,116091;NA;3,532757;NA;2,794617;NA;NA;0,242647;NA;NA;NA;NA;NA;NA;NA;0,853435;NA;NA;NA;NA;NA;NA;1,227057;NA;0,278401;0,143468;0,815107;0,610478;0,199797;3,733704;0,909295;0,549344;0,288012;1,236885;1,889013;0,410378;0,652125;NA;0,955709;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,291037;0,268198;NA;0,232317;1,252139;0,664117;NA;NA;1,248616;0,21749;NA;NA;NA;NA;0,434786;NA;1,620564;NA;NA;NA;NA;NA;1,216628;NA;NA;NA;0,49574;0,096501;NA;NA;NA;0,583124;NA;NA;0,69747;0,175035;NA;0,26525;1,058913;NA;NA;0,743431;NA;NA;0,145499;0,306367;0,096813;NA;0,415098;NA;1,954064;0,203018;0,281639;0,474267;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-3622b, mature,MIMAT0018005";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,071734;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,217393;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-3622b, mature,MIMAT0018006";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,190861;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,169473;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,147474;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,174923;NA;NA;NA;NA;NA;NA;NA;NA;0,151273;NA;0,257367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"hsa-mir-363, mature,MIMAT0000707";19,594353;8,978786;15,226485;8,055692;4,921946;15,605618;4,846071;6,080248;8,888174;0,704815;149,68394;33,813225;17,940931;26,537646;59,724732;8,330524;15,076922;18,836079;146,780931;21,276326;20,075036;8,807265;22,967339;6,343778;8,961264;2,210494;9,87683;29,657799;39,136045;33,517538;54,767569;61,922682;12,878811;23,115628;53,873102;410,882058;21,835305;26,749793;28,861366;91,505363;15,79284;5,680804;48,875669;33,963989;172,232418;7,60986;9,983843;38,65258;75,60101;10,808429;183,326836;6,078443;10,92868;8,250011;2,519276;5,532297;6,471848;4,92199;68,006837;12,108786;56,640338;89,041697;5,857186;16,613064;26,22384;11,233156;64,426801;7,003996;350,171257;61,271301;137,529944;63,341301;317,402714;9,360672;130,867169;272,916009;291,201619;49,807155;29,089211;141,582148;70,94293;30,162769;10,061342;78,900843;10,339039;77,814502;4,413692;9,894491;7,780847;11,94539;12,707945;6,125235;6,512519;0,889124;6,693843;2,681979;5,11993;11,151208;53,215868;38,684812;98,773246;5,111716;66,488782;16,311716;21,245086;15,313376;25,450788;15,489589;22,1741;3,523762;123,752183;18,414021;4,78679;4,218943;8,005836;6,922027;58,39815;18,706188;10,727922;6,465322;10,658423;180,64935;10,830763;2,623846;2,29663;4,373431;12,296013;12,370289;39,337346;199,889813;9,191673;17,373877;169,274845;5,837902;2,058939;23,046356;45,788901;14,868808;20,806415;1,685021;9,874934;4,923817;56,557065;6,895726;8,580887;42,227808;57,736005;56,516761;8,788311;10,748062;9,435141;23,161433;8,964862;4,317965;7,072775;10,526172
"hsa-mir-363, mature,MIMAT0003385";0,402624;0,280587;0,30453;NA;NA;1,337625;0,186387;NA;0,233899;NA;5,345855;0,417447;0,763444;0,33592;2,095605;NA;0,115976;0,20699;2,069419;NA;NA;NA;0,048763;1,103266;0,16908;NA;NA;0,508419;0,355782;0,779478;0,665194;1,071738;0,396271;2,054723;2,505726;6,253913;NA;0,264849;0,144307;0,238917;NA;NA;0,949042;0,653154;1,58886;0,447639;0,348274;0,67339;1,413103;0,171562;2,049386;NA;0,24286;NA;NA;NA;NA;NA;6,97506;NA;0,370198;1,422391;0,34454;0,988873;0,839163;0,273979;1,180938;0,162884;4,294698;2,785059;3,340808;1,36295;6,520857;0,203493;3,796146;3,9115;4,546473;1,281802;0,192008;0,494754;1,049451;1,436322;0,093161;4,508618;0,086883;2,431703;NA;0,39578;NA;0,147474;0,30257;NA;0,558216;NA;0,291037;NA;NA;NA;0,62607;0,498088;2,27065;NA;0,624308;NA;0,690897;0,73622;0,964045;0,253928;0,217393;NA;1,178592;0,682;NA;NA;0,400292;0,364317;2,027714;0,510169;NA;NA;NA;2,509018;NA;NA;0,208785;NA;NA;NA;0,557976;0,612622;NA;NA;1,36146;NA;NA;0,929289;2,143311;NA;0,581998;NA;0,096813;NA;1,141519;NA;0,169918;0,609055;0,563278;2,371333;NA;NA;0,214435;NA;0,314556;0,719661;0,378899;NA
